"condition","score","score_result"
"Obstructive Sleep Apnea/Hypopnea Syndrome",-0.117647058823529,"negative"
"Birth Control",-0.046875,"negative"
"Biliary Cirrhosis",-0.0526315789473684,"negative"
"Pain",-0.0757575757575758,"negative"
"Bipolar Disorder",0,"neutral"
"Emergency Contraception",0.0441176470588235,"positive"
"Birth Control",-0.0425531914893617,"negative"
"Acne",0.16,"positive"
"Nausea/Vomiting, Postoperative",0.0285714285714286,"positive"
"Depression",-0.046875,"negative"
"Bowel Preparation",0.101449275362319,"positive"
"Birth Control",0.0697674418604651,"positive"
"Depression",-0.0454545454545455,"negative"
"Menstrual Disorders",-0.140625,"negative"
"Migraine Prevention",-0.121951219512195,"negative"
"Irritable Bowel Syndrome",-0.0298507462686567,"negative"
"Birth Control",0.0869565217391304,"positive"
"Menstrual Disorders",0.0277777777777778,"positive"
"Birth Control",0.032258064516129,"positive"
"Obesity",-0.363636363636364,"negative"
"Gerd",-0.0344827586206897,"negative"
"Birth Control",0.0869565217391304,"positive"
"Angina",0.0714285714285714,"positive"
"Birth Control",0.127272727272727,"positive"
"Birth Control",0.142857142857143,"positive"
"Depression",0,"neutral"
"Sedation",0.0476190476190476,"positive"
"Adhd",-0.25,"negative"
"Back Pain",-0.0655737704918033,"negative"
"Birth Control",-0.2,"negative"
"Depression",-0.0862068965517241,"negative"
"High Blood Pressure",-0.2,"negative"
"Obesity",0.0333333333333333,"positive"
"Seizures",-0.0746268656716418,"negative"
"High Blood Pressure",0.0930232558139535,"positive"
"Diabetes, Type 2",0,"neutral"
"Birth Control",0.227272727272727,"positive"
"Acne",0.0447761194029851,"positive"
"Insomnia",0,"neutral"
"Burns, External",-0.0208333333333333,"negative"
"Hashimoto's Disease",0.208333333333333,"positive"
"Sinusitis",0.0434782608695652,"positive"
"Bacterial Infection",-0.0416666666666667,"negative"
"Birth Control",-0.0895522388059701,"negative"
"Uterine Fibroids",-0.111111111111111,"negative"
"Chronic Fatigue Syndrome",-0.0169491525423729,"negative"
"Fibromyalgia",0.0704225352112676,"positive"
"Dry Skin",0.0579710144927536,"positive"
"Breast Cancer",0.0869565217391304,"positive"
"Endometriosis",0.111111111111111,"positive"
"Anxiety",0.181818181818182,"positive"
"Emergency Contraception",0.0952380952380952,"positive"
"Dysuria",0.0344827586206897,"positive"
"Migraine",0.153846153846154,"positive"
"Osteoarthritis",0.194444444444444,"positive"
"Depression",0,"neutral"
"Erectile Dysfunction",0.159090909090909,"positive"
"Muscle Spasm",0.153846153846154,"positive"
"Birth Control",-0.0952380952380952,"negative"
"Pain",0.163265306122449,"positive"
"Adhd",-0.146341463414634,"negative"
"Adhd",0.0666666666666667,"positive"
"Mountain Sickness/Altitude Sickness",0.111111111111111,"positive"
"Panic Disorder",0.444444444444444,"positive"
"Birth Control",-0.0526315789473684,"negative"
"Bacterial Vaginitis",0.0476190476190476,"positive"
"Narcolepsy",1,"positive"
"Plaque Psoriasis",0,"neutral"
"High Blood Pressure",-0.0555555555555556,"negative"
"Premenstrual Dysphoric Disorder",0.0588235294117647,"positive"
"Birth Control",0.2,"positive"
"Birth Control",0.0338983050847458,"positive"
"Pain",0.0555555555555556,"positive"
"Depression",0.0303030303030303,"positive"
"Birth Control",0.0357142857142857,"positive"
"Birth Control",-0.0476190476190476,"negative"
"Onychomycosis, Toenail",0.0754716981132075,"positive"
"Birth Control",-0.0634920634920635,"negative"
"Birth Control",0.0851063829787234,"positive"
"High Blood Pressure",-0.181818181818182,"negative"
"Birth Control",0.078125,"positive"
"Nausea/Vomiting",0.148936170212766,"positive"
"Hyperhidrosis",0.115384615384615,"positive"
"Obesity",-0.0810810810810811,"negative"
"Depression",-0.23728813559322,"negative"
"Migraine Prevention",0.0363636363636364,"positive"
"Depression",0.291666666666667,"positive"
"Birth Control",0.0256410256410256,"positive"
"Pain",0.0909090909090909,"positive"
"Sinusitis",-0.148148148148148,"negative"
"Osteoarthritis",0.25,"positive"
"Emergency Contraception",-0.0689655172413793,"negative"
"Anxiety",0.0769230769230769,"positive"
"Anxiety",0.175438596491228,"positive"
"Narcolepsy",0.230769230769231,"positive"
"Headache",0.214285714285714,"positive"
"Birth Control",-0.075,"negative"
"Cough And Nasal Congestion",0.125,"positive"
"Opiate Dependence",0.157894736842105,"positive"
"Urticaria",0.0461538461538462,"positive"
"Depression",0.0384615384615385,"positive"
"Birth Control",-0.151515151515152,"negative"
"Bowel Preparation",0.0645161290322581,"positive"
"Major Depressive Disorder",0.0634920634920635,"positive"
"Birth Control",0.0547945205479452,"positive"
"Adhd",0.0487804878048781,"positive"
"Dumping Syndrome",0.0144927536231884,"positive"
"Bipolar Disorder",0.1875,"positive"
"Opiate Dependence",0.111111111111111,"positive"
"Smoking Cessation",0.0675675675675676,"positive"
"Multiple Sclerosis",-0.134328358208955,"negative"
"Birth Control",0,"neutral"
"Obesity",0.235294117647059,"positive"
"Sinusitis",-0.21875,"negative"
"Weight Loss",-0.2,"negative"
"Birth Control",0,"neutral"
"Bacterial Infection",-0.0652173913043478,"negative"
"Acne",0.0327868852459016,"positive"
"Acne",0.25,"positive"
"Fibromyalgia",-0.0163934426229508,"negative"
"Birth Control",0.08,"positive"
"Birth Control",0.0588235294117647,"positive"
"Underactive Thyroid",0.0454545454545455,"positive"
"Inflammatory Conditions",-0.166666666666667,"negative"
"Asthma, Maintenance",0.037037037037037,"positive"
"Birth Control",0.142857142857143,"positive"
"Depression",-0.0384615384615385,"negative"
"Depression",-0.111111111111111,"negative"
"Birth Control",0.0294117647058824,"positive"
"Cough And Nasal Congestion",0.0384615384615385,"positive"
"Birth Control",-0.0163934426229508,"negative"
"Endometriosis",0.0454545454545455,"positive"
"Birth Control",0.0952380952380952,"positive"
"Birth Control",0.0845070422535211,"positive"
"Emergency Contraception",0.142857142857143,"positive"
"Benign Prostatic Hyperplasia",0,"neutral"
"Panic Disorder",0,"neutral"
"Pseudotumor Cerebri",-0.0714285714285714,"negative"
"Acne",-0.0151515151515152,"negative"
"Parkinson's Disease",0.0666666666666667,"positive"
"Asthma",0.1,"positive"
"Anxiety",1,"positive"
"Hiv Infection",0,"neutral"
"Constipation",0.0606060606060606,"positive"
"Weight Loss",0.166666666666667,"positive"
"Birth Control",0.0869565217391304,"positive"
"Panic Disorder",-0.0769230769230769,"negative"
"Psoriatic Arthritis",0.122448979591837,"positive"
"Birth Control",-0.0555555555555556,"negative"
"Obesity",-0.126760563380282,"negative"
"Heart Attack",0.037037037037037,"positive"
"Copd",-0.166666666666667,"negative"
"Noninfectious Colitis",0.178571428571429,"positive"
"Anxiety",0.129032258064516,"positive"
"Migraine",0.1,"positive"
"Birth Control",0.12,"positive"
"Multiple Sclerosis",0.119402985074627,"positive"
"Birth Control",0.102040816326531,"positive"
"Insomnia",-0.0882352941176471,"negative"
"Allergies",0.0625,"positive"
"Not Listed Or Other",-0.176470588235294,"negative"
"Vaginal Yeast Infection",-0.0909090909090909,"negative"
"Keratoconjunctivitis Sicca",0.0491803278688525,"positive"
"Irritable Bowel Syndrome",0,"neutral"
"Trigeminal Neuralgia",0,"neutral"
"Conjunctivitis, Allergic",0.125,"positive"
"Anxiety And Stress",0.0545454545454545,"positive"
"Insomnia",0.0416666666666667,"positive"
"Hyperhidrosis",0,"neutral"
"Postoperative Pain",0,"neutral"
"Birth Control",0,"neutral"
"Depression",0.132075471698113,"positive"
"Major Depressive Disorder",-0.0149253731343284,"negative"
"NA",0.08,"positive"
"Acne",-0.0172413793103448,"negative"
"High Cholesterol",-0.142857142857143,"negative"
"High Blood Pressure",0.181818181818182,"positive"
"Birth Control",-0.0833333333333333,"negative"
"Birth Control",-0.125,"negative"
"Restless Legs Syndrome",0.0508474576271186,"positive"
"Acne",-0.0545454545454545,"negative"
"Major Depressive Disorder",-0.0333333333333333,"negative"
"Weight Loss",0.0681818181818182,"positive"
"Birth Control",0.148148148148148,"positive"
"Birth Control",-0.0526315789473684,"negative"
"Birth Control",-0.0508474576271186,"negative"
"Constipation",-0.210526315789474,"negative"
"Anxiety And Stress",-0.666666666666667,"negative"
"Birth Control",-0.0178571428571429,"negative"
"Schizophrenia",-0.128205128205128,"negative"
"Emergency Contraception",0.0483870967741935,"positive"
"Insomnia",0.0857142857142857,"positive"
"Pain",-0.0384615384615385,"negative"
"Urinary Tract Infection",-0.384615384615385,"negative"
"Acne",0.0327868852459016,"positive"
"Birth Control",0.206896551724138,"positive"
"Psoriasis",0.0909090909090909,"positive"
"Diabetes, Type 2",0.0869565217391304,"positive"
"Opiate Withdrawal",0.0833333333333333,"positive"
"Weight Loss",-0.027027027027027,"negative"
"Insomnia",-0.0307692307692308,"negative"
"Vaginal Yeast Infection",-0.142857142857143,"negative"
"Menstrual Disorders",-0.0441176470588235,"negative"
"NA",0.0769230769230769,"positive"
"Depression",-0.0975609756097561,"negative"
"Keratosis",-0.0392156862745098,"negative"
"Overactive Bladder",0.102564102564103,"positive"
"Narcolepsy",0.0819672131147541,"positive"
"Sciatica",0.0833333333333333,"positive"
"Postural Orthostatic Tachycardia Syndrome",-0.0476190476190476,"negative"
"Anxiety",0,"neutral"
"Vaginal Yeast Infection",0.171428571428571,"positive"
"Osteoarthritis",0,"neutral"
"Anxiety",0.0769230769230769,"positive"
"Depression",-0.185714285714286,"negative"
"Bipolar Disorder",0,"neutral"
"Weight Loss",-0.04,"negative"
"Obesity",0.157894736842105,"positive"
"Urinary Tract Infection",0.137931034482759,"positive"
"Chlamydia Infection",-0.0185185185185185,"negative"
"Anxiety And Stress",-0.0746268656716418,"negative"
"Pulmonary Embolism, First Event",0.166666666666667,"positive"
"Muscle Spasm",0.0428571428571429,"positive"
"Birth Control",-0.12,"negative"
"Seizures",0,"neutral"
"Bacterial Infection",0.142857142857143,"positive"
"Postmenopausal Symptoms",0,"neutral"
"Acne",0.0487804878048781,"positive"
"Mania",0,"neutral"
"Pain",0,"neutral"
"Smoking Cessation",0.0869565217391304,"positive"
"Constipation",-0.1875,"negative"
"Erectile Dysfunction",-0.0769230769230769,"negative"
"NA",-0.142857142857143,"negative"
"Birth Control",0.111111111111111,"positive"
"Pain",0.117647058823529,"positive"
"Pain",0.142857142857143,"positive"
"Diabetic Peripheral Neuropathy",0.0476190476190476,"positive"
"Pain",0,"neutral"
"Meniere's Disease",-0.0227272727272727,"negative"
"Diabetes, Type 2",0.0454545454545455,"positive"
"Depression",0.1,"positive"
"Major Depressive Disorder",-0.117647058823529,"negative"
"Muscle Spasm",-0.272727272727273,"negative"
"Birth Control",0.0294117647058824,"positive"
"NA",-0.5,"negative"
"Seizures",0.09375,"positive"
"Urinary Tract Stones",0.105263157894737,"positive"
"Depression",0.128205128205128,"positive"
"Acne",-0.210526315789474,"negative"
"Anxiety And Stress",0.0769230769230769,"positive"
"Pneumonia",0.285714285714286,"positive"
"Bipolar Disorder",-0.0408163265306122,"negative"
"Allergic Rhinitis",0.125,"positive"
"Peripheral Neuropathy",0.130434782608696,"positive"
"Weight Loss",0.0461538461538462,"positive"
"Psychosis",0,"neutral"
"Bacterial Vaginitis",0.09375,"positive"
"Upper Respiratory Tract Infection",-0.5,"negative"
"Birth Control",0.1,"positive"
"Anxiety",-0.0597014925373134,"negative"
"Obesity",0.0655737704918033,"positive"
"Birth Control",0.0714285714285714,"positive"
"Bipolar Disorder",0.104166666666667,"positive"
"Birth Control",-0.0952380952380952,"negative"
"Birth Control",0.0645161290322581,"positive"
"Benign Prostatic Hyperplasia",0.0909090909090909,"positive"
"Migraine Prevention",0.0769230769230769,"positive"
"Anxiety And Stress",0,"neutral"
"Acne",-0.0333333333333333,"negative"
"Cough",0.233333333333333,"positive"
"Constipation",0.0689655172413793,"positive"
"High Blood Pressure",-0.14,"negative"
"Birth Control",0,"neutral"
"Pain",0.0289855072463768,"positive"
"Constipation, Chronic",0.166666666666667,"positive"
"Asthma, Maintenance",0,"neutral"
"Birth Control",0.0138888888888889,"positive"
"Vaginal Yeast Infection",0.3,"positive"
"Rheumatoid Arthritis",0.333333333333333,"positive"
"Muscle Spasm",0.0597014925373134,"positive"
"Pain",0.222222222222222,"positive"
"Acne",0.025,"positive"
"Birth Control",-0.0227272727272727,"negative"
"Pain",0.0789473684210526,"positive"
"Ulcerative Colitis",0,"neutral"
"Psoriasis",0.210526315789474,"positive"
"Birth Control",-0.0847457627118644,"negative"
"Pain",0.1,"positive"
"Acne",0.102941176470588,"positive"
"Bipolar Disorder",-0.0232558139534884,"negative"
"Acne",0.0697674418604651,"positive"
"Depression",0.0476190476190476,"positive"
"Pain",0,"neutral"
"Emergency Contraception",-0.107142857142857,"negative"
"Smoking Cessation",0.111111111111111,"positive"
"Menstrual Disorders",0.087719298245614,"positive"
"Anxiety",-0.0425531914893617,"negative"
"Pain",0.05,"positive"
"Birth Control",0,"neutral"
"Nasal Congestion",-0.101694915254237,"negative"
"Chronic Pain",0,"neutral"
"Birth Control",-0.0625,"negative"
"Birth Control",0,"neutral"
"Birth Control",0,"neutral"
"Birth Control",0.03125,"positive"
"Weight Loss",-0.08,"negative"
"Birth Control",-0.0483870967741935,"negative"
"Birth Control",0.130434782608696,"positive"
"Depression",0.157894736842105,"positive"
"Birth Control",-0.0882352941176471,"negative"
"Pain",-0.0263157894736842,"negative"
"Pain",0.5,"positive"
"Migraine",0.0714285714285714,"positive"
"Birth Control",0.0161290322580645,"positive"
"Panic Disorder",0.015625,"positive"
"Psoriasis",-0.0833333333333333,"negative"
"Overactive Bladder",0.0377358490566038,"positive"
"High Cholesterol",0,"neutral"
"Muscle Spasm",0.2,"positive"
"Birth Control",0,"neutral"
"Birth Control",0.115384615384615,"positive"
"Depression",0.015625,"positive"
"Rheumatoid Arthritis",0,"neutral"
"Abnormal Uterine Bleeding",0.1,"positive"
"Insomnia",-0.0625,"negative"
"Pain",-0.0169491525423729,"negative"
"Birth Control",0.0606060606060606,"positive"
"Pain",0.037037037037037,"positive"
"Depression",0,"neutral"
"Anxiety",-0.0166666666666667,"negative"
"Emergency Contraception",0.183673469387755,"positive"
"Pain",-0.0517241379310345,"negative"
"NA",0.285714285714286,"positive"
"Birth Control",0.0952380952380952,"positive"
"Adhd",0.0476190476190476,"positive"
"Adhd",0.0655737704918033,"positive"
"Hirsutism",0.0588235294117647,"positive"
"Hot Flashes",0.0612244897959184,"positive"
"Osteolytic Bone Metastases Of Solid Tumors",-0.193548387096774,"negative"
"Acne",0.0666666666666667,"positive"
"Weight Loss",0.12962962962963,"positive"
"Parkinson's Disease",0.25,"positive"
"Chronic Pain",0,"neutral"
"Peripheral Neuropathy",0.166666666666667,"positive"
"Birth Control",0.0909090909090909,"positive"
"Obesity",0,"neutral"
"Birth Control",-0.131147540983607,"negative"
"Ankylosing Spondylitis",0.05,"positive"
"Insomnia",0.125,"positive"
"Schizoaffective Disorder",0.0909090909090909,"positive"
"Premenstrual Dysphoric Disorder",-0.0392156862745098,"negative"
"Pain",-0.133333333333333,"negative"
"Urinary Tract Infection",0,"neutral"
"Birth Control",-0.0833333333333333,"negative"
"Pain",0.0153846153846154,"positive"
"Vaginal Yeast Infection",-0.078125,"negative"
"Obesity",0,"neutral"
"Muscle Spasm",0.0740740740740741,"positive"
"Depression",-0.125,"negative"
"Opiate Dependence",0.0909090909090909,"positive"
"Rosacea",0.02,"positive"
"Asthma, Maintenance",0.0869565217391304,"positive"
"Depression",-0.105263157894737,"negative"
"Depression",0.285714285714286,"positive"
"Cough And Nasal Congestion",1,"positive"
"Smoking Cessation",0.0833333333333333,"positive"
"Pain",0,"neutral"
"Birth Control",0.0461538461538462,"positive"
"Acne",0.12,"positive"
"Chlamydia Infection",-0.111111111111111,"negative"
"Allergic Rhinitis",-0.0579710144927536,"negative"
"Obesity",0,"neutral"
"Birth Control",0.0344827586206897,"positive"
"Pain",-0.2,"negative"
"Opiate Dependence",0.113207547169811,"positive"
"Birth Control",0.032258064516129,"positive"
"Nasal Congestion",0.0571428571428571,"positive"
"Schizophrenia",-0.0142857142857143,"negative"
"Adhd",0.046875,"positive"
"Crohn's Disease, Maintenance",0.104166666666667,"positive"
"Pain",0.0652173913043478,"positive"
"Back Pain",0.037037037037037,"positive"
"Depression",-0.0769230769230769,"negative"
"Bacterial Infection",-0.02,"negative"
"Birth Control",-0.103448275862069,"negative"
"Vaginal Yeast Infection",-0.0625,"negative"
"Bipolar Disorder",0.106382978723404,"positive"
"Birth Control",-0.12962962962963,"negative"
"Obesity",0,"neutral"
"Obesity",0.0434782608695652,"positive"
"Depression",-0.0454545454545455,"negative"
"Birth Control",0.0454545454545455,"positive"
"Schizophrenia",-0.142857142857143,"negative"
"Ovarian Cysts",-0.0151515151515152,"negative"
"Acne",0.0985915492957746,"positive"
"Smoking Cessation",0.2,"positive"
"Birth Control",0,"neutral"
"Birth Control",-0.111111111111111,"negative"
"Birth Control",-0.0533333333333333,"negative"
"Abnormal Uterine Bleeding",-0.152173913043478,"negative"
"Pain",0.101694915254237,"positive"
"Onychomycosis, Toenail",0.0277777777777778,"positive"
"Birth Control",0.0645161290322581,"positive"
"Peripheral Neuropathy",0.189189189189189,"positive"
"Premenstrual Dysphoric Disorder",-0.0625,"negative"
